feature,mean_importance
opp_avg_margin,0.003998735213290394
home_or_away,0.00836724857103104
Unnamed: 0,0.008903839843587091
opp_win_percentage,0.01186203428000494
opp_avg_margin_5,0.014503167551137387
avg_margin,0.0149463724981159
win_percentage,0.02431160695289043
avg_margin_5,0.02616458359515541
opp_win_percentage_5,0.0900313281551989
spread,0.10638294630747638
win_percentage_5,0.20121687568900884
