0,0.681822,0.685914
1,0.671877,0.679272
2,0.662599,0.673824
3,0.653795,0.668436
4,0.645006,0.663505
5,0.638295,0.659267
6,0.631298,0.655747
7,0.624803,0.65287
8,0.619056,0.649428
9,0.613367,0.64719
10,0.607575,0.64438
11,0.602222,0.642478
12,0.597054,0.639241
13,0.59255,0.637811
14,0.587556,0.635421
15,0.584411,0.634026
16,0.580972,0.632653
17,0.578226,0.630593
18,0.573917,0.629532
19,0.571582,0.628638
20,0.567413,0.626828
21,0.56512,0.625536
22,0.560783,0.62365
23,0.556183,0.622223
24,0.554404,0.621721
25,0.551495,0.620412
26,0.547695,0.619177
27,0.544798,0.618514
28,0.543265,0.618137
29,0.539516,0.617373
30,0.537324,0.616852
31,0.535689,0.616457
32,0.532943,0.615457
33,0.531072,0.614612
34,0.528677,0.613434
35,0.525306,0.612882
36,0.522434,0.612054
37,0.520793,0.611981
38,0.518188,0.611723
39,0.515979,0.611396
40,0.513956,0.611042
41,0.511052,0.610198
42,0.508458,0.609833
43,0.505725,0.609255
44,0.503741,0.60893
45,0.500503,0.607738
46,0.497976,0.608149
47,0.496743,0.608204
48,0.494956,0.607783
49,0.492556,0.607767
50,0.489536,0.607565
51,0.487696,0.607424
52,0.485044,0.607219
53,0.482516,0.607233
54,0.480706,0.606966
55,0.478963,0.607273
56,0.47803,0.607359
57,0.476452,0.607499
58,0.47516,0.607524
59,0.473692,0.607517
60,0.470734,0.608009
61,0.46955,0.607947
62,0.468085,0.607999
63,0.465588,0.607911
64,0.465002,0.607816
65,0.464426,0.607809
66,0.461958,0.60744
67,0.460533,0.607608
68,0.45912,0.607477
69,0.458012,0.607332
70,0.456555,0.607447
71,0.454234,0.607974
72,0.453376,0.607731
73,0.451993,0.60751
74,0.451021,0.607827
75,0.449253,0.607971
76,0.447527,0.608007
77,0.446447,0.608341
78,0.444991,0.608306
79,0.443339,0.60867
80,0.441359,0.609009
81,0.4407,0.608933
82,0.439611,0.608662
83,0.437655,0.608909
84,0.435795,0.609001
85,0.434229,0.609201
86,0.43253,0.608899
87,0.430827,0.608996
88,0.428764,0.609402
89,0.426919,0.609333
90,0.426347,0.609583
91,0.424966,0.609466
92,0.423458,0.609873
93,0.421082,0.610337
94,0.420716,0.61034
95,0.418908,0.610315
96,0.417527,0.61037
97,0.416129,0.610415
98,0.415607,0.61051
99,0.414286,0.610796
100,0.412659,0.611258
101,0.411319,0.611441
102,0.409921,0.611612
103,0.408513,0.611189
104,0.407317,0.61128
