feature,shap_importance
win_percentage_5,0.5771126202415121
spread,0.3851333400963471
opp_win_percentage_5,0.3497314556252069
avg_margin_5,0.13926975641448636
win_percentage,0.12492470808633915
opp_avg_margin_5,0.101375882512783
Unnamed: 0,0.09455425528224852
avg_margin,0.08992849566230457
opp_win_percentage,0.08144122248541688
opp_avg_margin,0.07700184241230065
home_or_away,0.07278129827655931
