feature,mean_importance
Unnamed: 0,-0.0017273523659641077
opp_avg_margin,0.004305745636452229
home_or_away,0.005860804484602022
opp_win_percentage,0.008024574837734378
opp_avg_margin_5,0.008784049689500107
avg_margin,0.015384561521643936
win_percentage,0.015935610073546803
avg_margin_5,0.02682227699796085
opp_win_percentage_5,0.07444465707065755
spread,0.08715553042831523
win_percentage_5,0.18787847326585444
